,Factor Risk,Specific Risk,Predicted Volatility
2021-04-09,0.7601108362490802,0.23988916375091993,0.13828649372568033
2021-05-10,0.7382469422185053,0.26175305778149477,0.13712847740092604
2021-06-09,0.7202135420845938,0.27978645791540635,0.12689476641022746
2021-07-09,0.7372946455273541,0.2627053544726459,0.12872911802544404
2021-08-09,0.6444259514990708,0.3555740485009292,0.10999981747773582
2021-09-08,0.48349015095039183,0.5165098490496082,0.08429063289316185
2021-10-07,0.6450179268545166,0.35498207314548336,0.10385371708328196
2021-11-05,0.46489825273326474,0.5351017472667353,0.08202733193087669
2021-12-07,0.5855103687690368,0.41448963123096316,0.09560069895728607
2022-01-06,0.5612547222659866,0.43874527773401345,0.08432841882561723
2022-02-07,0.6116231183991966,0.3883768816008034,0.10131108562818245
2022-03-09,0.5593711965294242,0.4406288034705757,0.0922102058135889
2022-04-07,0.5176183326217323,0.48238166737826765,0.08849258200570058
2022-05-09,0.6131872507784246,0.3868127492215754,0.11004767950130946
2022-06-08,0.7412824081233489,0.25871759187665105,0.13577437620606175
2022-07-11,0.7064010782227194,0.2935989217772807,0.14213153042235785
2022-08-09,0.6476124090829956,0.35238759091700445,0.14735084713201352
2022-09-08,0.7939887253375577,0.20601127466244226,0.1732565029070357
2022-10-07,0.8099590246739857,0.1900409753260142,0.1671041926077678
2022-11-07,0.7515092466191926,0.24849075338080745,0.1783062718682821
2022-12-07,0.8423242568689334,0.1576757431310665,0.21470564990266888
2023-01-09,0.8241180105322772,0.1758819894677228,0.1939174902003046
2023-02-08,0.6794529336396578,0.3205470663603422,0.16314243774003126
2023-03-10,0.7474235819825188,0.2525764180174813,0.16417145583406287
2023-04-11,0.7433400800619852,0.25665991993801485,0.1543041149214235
2023-05-10,0.7216781099849269,0.2783218900150731,0.14055258805388918
2023-06-09,0.6868400230362419,0.3131599769637581,0.1311928870545467
2023-07-12,0.6551444471550533,0.3448555528449467,0.12347523511606975
2023-08-10,0.6442446110485701,0.35575538895142983,0.11554325987859027
2023-09-11,0.6559094519408629,0.3440905480591371,0.1109306233570045
2023-10-10,0.6471928250060325,0.3528071749939676,0.11026487075945056
2023-11-08,0.5843357625739204,0.41566423742607955,0.10563268262328145
2023-12-08,0.5842045599264666,0.4157954400735334,0.10119033893164202
2024-01-10,0.5255722542840569,0.47442774571594304,0.09353740600905226
2024-02-09,0.4674670026874707,0.5325329973125293,0.08983658987647636
2024-03-12,0.416174689348558,0.5838253106514419,0.09499603752634633
2024-04-11,0.5961837355405918,0.4038162644594082,0.12825990536083093
2024-05-10,0.5707434784939392,0.42925652150606075,0.12392042306086887
2024-06-11,0.4807144871550411,0.5192855128449588,0.11727945292115975
2024-07-12,0.3846952180999276,0.6153047819000723,0.10657056125323276
2024-08-12,0.2832121579518672,0.7167878420481327,0.10329807062354837
2024-09-11,0.2505839935083104,0.7494160064916896,0.09402509731736233
2024-10-10,0.21096569697021722,0.7890343030297828,0.08728058940615516
2024-11-08,0.19833844153397612,0.8016615584660238,0.08360728524357432
2024-12-10,0.16473100398040907,0.835268996019591,0.08094184348025978
2025-01-13,0.6208591597814953,0.37914084021850464,0.11917972415159965
2025-02-12,0.5459695402235445,0.45403045977645556,0.11390790011315134
2025-03-14,0.5624691577318576,0.4375308422681424,0.11146403744616355
2025-04-14,0.5298045321988817,0.4701954678011182,0.1085402066360772
2025-05-14,0.3975719145223325,0.6024280854776675,0.10652868677424161
2025-06-13,0.4478052074326954,0.5521947925673046,0.0971358918958571
2025-07-16,0.36495913962763815,0.6350408603723618,0.08588112928265042
2025-08-14,0.2078150952408105,0.7921849047591896,0.08233094912049307
2025-09-15,0.21162020143577281,0.7883797985642272,0.08062955758852462
2025-10-14,0.12178066371425983,0.8782193362857402,0.08168002831124645
2025-11-12,0.38931728575514635,0.6106827142448537,0.11076459687950414
2025-12-12,0.4262187376298906,0.5737812623701094,0.1133126913392168
2026-01-14,0.4018402169744653,0.5981597830255346,0.11005900603958846
2026-02-13,0.6692726763562007,0.33072732364379936,0.1663251308572285
2026-03-17,0.6525184803390143,0.3474815196609857,0.15523642253063025
2026-04-16,0.6920477515014863,0.3079522484985137,0.17703122495193344
2026-05-15,0.5907458244818732,0.4092541755181269,0.15931184254808659
