,VIX Tightness Shock,HY Spread Tightness Shock,T10Y2Y Tightness Shock,Equity Market Beta,TIPS Duration Beta,Credit Market Beta,Downside Market Shock,Real Yield Shock
2022-08-09,0.002524308439463186,0.057415522570436923,0.31422138647466946,0.0037725936768445,0.0583201166082262,0.0400716020615529,0.0024955629919457705,0.03483341748526335
2022-09-08,0.0027169941305356174,0.08275097406111642,0.3591450048756055,-0.006257444380715452,0.020950992137625656,0.06462190243431003,0.009837816194909255,0.10729429623829358
2022-10-07,0.007493352530593657,0.035995191293848525,0.22567537888707306,0.08717667859128982,0.17527750430717826,0.01278292293193954,0.00043212894786802164,0.14346856705257455
2022-11-07,0.03095281250977624,0.04943609614024268,0.01859102525803181,0.1678519457544497,0.2196384065154341,0.03939527731684649,0.002174846349348827,0.029403630232991758
2022-12-07,0.034166541119500606,0.01580481742516353,0.010768721160281741,0.13230940236594166,0.40668993554187244,-0.018146329292066006,0.004927584084759963,0.034710178337079206
2023-01-09,0.05175565313673704,0.04223701092604564,0.05382783348147378,0.023161667702782145,0.4761857097102874,-0.023910258027072733,0.012472775440336108,0.014693980662490645
2023-02-08,0.05226407163305244,0.03873317674072397,0.028693768866434443,0.025461782832429513,0.30845224227594353,-0.014077801885748902,0.004256851858890899,0.013408314050867575
2023-03-10,0.025979413883312517,0.0488038923773959,0.024214849233502898,0.023749821836430856,0.4281794398909675,-0.02908587875361252,0.06736348154316917,0.021588738877369812
2023-04-11,-0.00415189247512247,0.14376527933940209,-0.012906912280886371,0.006499219493540038,0.1351047947267894,0.1891954313028039,0.037784846755604694,0.053017316122367104
2023-05-10,0.02941096830872631,0.14710083301708138,-0.015290143612254994,-0.0031725819299726937,0.04826218138845071,0.1794659990523546,0.07885003470598953,0.04849477647304399
2023-06-09,0.024125441958183523,0.10783002960929423,0.008756506814910456,5.0154011086347275e-05,0.08866163885373367,0.10086900339476192,0.056389179909598845,0.035246413508015884
2023-07-12,-0.0006543624695146811,0.10144594756802183,0.08370016305243695,0.00036755522970068576,0.09445224595303141,0.06197303063005083,0.07716068082116698,0.01789771720675713
2023-08-10,0.004795325245964127,0.16183705415489255,0.13918505509992474,-0.0005137256271755445,0.10218098615824493,0.02718156813237275,0.0630239790458266,0.0030525505715406276
2023-09-11,0.0013131161332249899,0.1149845330552448,0.17699970322876266,0.03529330344983909,0.06066860563875922,0.0003877857947136203,0.12888138250384262,0.014946307829656377
2023-10-10,0.04603971015695018,0.15059274630188127,0.07527716763422779,0.03949103677528507,0.09152153805727711,-0.013782959423998873,0.16301351608609335,0.009394951017783374
2023-11-08,0.03631731839071796,0.256681199801117,-0.009556547855680499,0.0242663604980485,0.051322824138206054,-0.00916772503422194,0.13881347542400024,0.004101177311681157
2023-12-08,0.03297952691891445,0.2789599064964193,-0.0252582821297322,0.02154136770126008,0.043142646985870954,-0.0007982999023132506,0.08808512124424842,0.0034657224867412897
2024-01-10,0.07993107512364372,0.09101077614413208,-0.02044937740892963,0.03613507180936401,-0.0032199879606777592,0.030028039479455464,0.08289885324785426,0.0004503881157115922
2024-02-09,0.07178173916333377,0.02924780538224533,-0.006559867849771056,0.23631361521988054,-0.0007272776982535787,-0.0033259305907079907,0.07032384076722749,0.0025353208615893144
2024-03-12,0.2597601430604666,-0.0025572350278520958,0.08048787957877042,0.26319355764677405,0.001966510387967196,0.0050521907687026005,0.013929588462802229,-0.0009672935893865233
2024-04-11,0.2000207091033816,-0.011923854645287167,0.03038839310100027,0.24319897321947842,0.007532918708465722,0.0006127298951000912,0.07801606903018098,0.024266630200787336
2024-05-10,0.13134102407852688,-0.03043917209938003,0.016596904018129,0.3292099773090307,0.022759460323142095,0.002303386565705561,0.04311509621768386,0.03242407895660246
2024-06-11,0.07876898400971342,-0.009879507398090922,0.025177396156183408,0.29265796504510105,0.02718688359064707,0.013975061921664509,0.05923587228520905,0.03387365703037487
2024-07-12,0.03732295681714327,0.006545101271736519,0.00010254034012243075,0.28377505074968956,0.021870620389138014,0.030747822583089304,0.08579963906701432,0.03648734843133556
2024-08-12,0.032836675690598865,-0.004544342259504797,0.003342590029626241,0.3686051576345728,0.012765107235584596,0.02407224802437887,0.012024097540012949,0.00948967807150665
2024-09-11,0.01605498521664376,-0.0024785228550223766,0.01243375893662409,0.3310754920310914,0.008865844010446256,0.00881893911707677,0.011590115310214989,0.022411066205395017
2024-10-10,0.009487461887989816,-0.001733641198587585,0.016666046022514456,0.25409779612811945,0.0023292406680039037,-9.786827286270143e-06,0.002818329319753994,0.04202143805239114
2024-11-08,0.05115018648277845,-0.0012477025031997675,0.014565199268549357,0.25936175902412223,0.015047491301941256,0.004582676562310706,0.001358931733688637,0.004269531386064631
2024-12-10,0.22950147285793834,-0.015523732152278386,0.22485846590926828,0.16369813770118152,-0.0017298698449137587,0.002352715220718202,0.0008396098899320116,0.02283350472012698
2025-01-13,0.28756163116986755,-0.03318817932765191,0.23944860430877873,0.10595712532118146,-0.0001272546289104762,0.004395953532375437,-5.635097975096649e-06,0.024849011056817027
2025-02-12,0.16651480089100457,-0.03612126069668253,0.37672285001897243,0.04456056229888989,0.0015081130309461648,0.005302814178848397,0.0005966900375021076,0.007068893021019011
2025-03-14,0.275879939392721,-0.020968991756361847,0.15218529582809104,0.05769952755531748,0.005939678417954898,0.004653192844077087,0.0017272054000497038,0.00018339923973109166
